sample,total_count,cell_type,population,percentage
7212,96662,cd4_t_cell,29831,30.861145020794105
7213,93079,nk_cell,20939,22.495944305375005
7213,93079,b_cell,7658,8.227419718733548
7213,93079,cd8_t_cell,18085,19.429731733258844
7213,93079,monocyte,19197,20.62441581882057
7213,93079,cd4_t_cell,27200,29.22248842381203
7214,103538,cd8_t_cell,22993,22.207305530336686
7214,103538,b_cell,10628,10.264830303849793
7214,103538,nk_cell,13843,13.369970445633486
7214,103538,cd4_t_cell,32838,31.71589174988893
7214,103538,monocyte,23236,22.442001970291102
7215,95761,cd8_t_cell,27084,28.282912667996367
7215,95761,nk_cell,12828,13.395850085107716
7215,95761,monocyte,20068,20.95633921951525
7215,95761,b_cell,8125,8.484664947107905
7215,95761,cd4_t_cell,27656,28.88023308027276
7216,90185,monocyte,11733,13.009924045018572
7216,90185,nk_cell,23945,26.55097854410379
7216,90185,cd4_t_cell,25643,28.43377501801852
7216,90185,b_cell,15666,17.37095969396241
7216,90185,cd8_t_cell,13198,14.634362698896714
7217,106133,nk_cell,11753,11.073841312315679
7217,106133,cd4_t_cell,38116,35.913429376348546
7217,106133,cd8_t_cell,28358,26.719305022942912
7217,106133,b_cell,9613,9.0575033213044
7217,106133,monocyte,18293,17.235920967088465
7218,108425,cd4_t_cell,31931,29.449850126815768
7218,108425,cd8_t_cell,21800,20.106064099608023
7218,108425,monocyte,21531,19.85796633617708
7218,108425,b_cell,12377,11.415264007378372
7218,108425,nk_cell,20786,19.170855430020755
7219,96553,cd4_t_cell,25239,26.140047435087467
7219,96553,b_cell,10829,11.21560179383344
7219,96553,monocyte,22171,22.96251799529792
7219,96553,cd8_t_cell,23767,24.61549615237227
7219,96553,nk_cell,14547,15.066336623408905
7220,103990,monocyte,16149,15.529377824790846
7220,103990,cd4_t_cell,30647,29.471102990672183
7220,103990,b_cell,11317,10.882777190114435
7220,103990,cd8_t_cell,28288,27.20261563611886
7220,103990,nk_cell,17589,16.914126358303683
7221,111275,monocyte,20084,18.048977757807233
7221,111275,cd4_t_cell,36266,32.591327791507524
7221,111275,b_cell,8717,7.833745225791956
7221,111275,cd8_t_cell,25527,22.940462817344418
7221,111275,nk_cell,20681,18.585486407548863
7222,106207,b_cell,15909,14.979238656585725
7222,106207,cd8_t_cell,32085,30.20987317220146
7222,106207,cd4_t_cell,29706,27.96990782151836
7222,106207,nk_cell,15100,14.217518619300046
7222,106207,monocyte,13407,12.62346173039442
7223,96425,cd8_t_cell,20612,21.376199118485868
7223,96425,monocyte,25266,26.202748249935183
7223,96425,nk_cell,12712,13.183303085299455
7223,96425,cd4_t_cell,30369,31.494944257194714
7223,96425,b_cell,7466,7.742805289084781
7224,105020,b_cell,12398,11.80537040563702
7224,105020,nk_cell,20788,19.794324890497048
7224,105020,monocyte,16212,15.437059607693774
7224,105020,cd4_t_cell,32529,30.974100171395925
7224,105020,cd8_t_cell,23093,21.989144924776234
7225,109483,monocyte,26100,23.839317519614916
7225,109483,cd8_t_cell,23031,21.036142597480886
7225,109483,b_cell,11064,10.105678507165496
7225,109483,nk_cell,17138,15.653571787400782
7225,109483,cd4_t_cell,32150,29.365289588337916
7226,93858,monocyte,23757,25.311640989580003
7226,93858,nk_cell,13442,14.321634810032178
7226,93858,b_cell,11041,11.763515097274606
7226,93858,cd8_t_cell,18783,20.012146007799014
7226,93858,cd4_t_cell,26835,28.591063095314194
7227,106998,b_cell,6501,6.07581450120563
7227,106998,monocyte,21885,20.453653339314755
7227,106998,cd8_t_cell,25624,23.94811117964822
7227,106998,nk_cell,21159,19.775135983850163
7227,106998,cd4_t_cell,31829,29.747284995981232
7228,112270,cd8_t_cell,28998,25.82880555802975
7228,112270,b_cell,8719,7.766099581366349
7228,112270,cd4_t_cell,31098,27.69929633918233
7228,112270,monocyte,26981,24.032243698227486
7228,112270,nk_cell,16474,14.673554823194085
7229,102857,nk_cell,14608,14.202241947558262
7229,102857,b_cell,10828,10.527236843384506
7229,102857,cd4_t_cell,33314,32.38865609535569
7229,102857,monocyte,17732,17.239468388150538
7229,102857,cd8_t_cell,26375,25.64239672555101
7230,105131,b_cell,11180,10.634351428218128
7230,105131,monocyte,25637,24.385766329626847
7230,105131,cd8_t_cell,26556,25.259913821803277
7230,105131,nk_cell,13395,12.74124663515043
7230,105131,cd4_t_cell,28363,26.97872178520132
7231,101092,cd8_t_cell,24067,23.80702726229573
7231,101092,monocyte,25128,24.856566296047163
7231,101092,nk_cell,15161,14.997230245716771
7231,101092,b_cell,6231,6.163692478138725
7231,101092,cd4_t_cell,30505,30.175483717801605
7232,105820,monocyte,23131,21.85881685881686
7232,105820,b_cell,13658,12.906822906822907
7232,105820,cd8_t_cell,24696,23.337743337743337
7232,105820,nk_cell,13339,12.605367605367606
7232,105820,cd4_t_cell,30996,29.291249291249294
7233,94156,b_cell,6938,7.368622286418285
7233,94156,monocyte,16602,17.632439780789326
7233,94156,cd4_t_cell,24171,25.671226475211352
7233,94156,cd8_t_cell,35496,37.69913760142742
7233,94156,nk_cell,10949,11.628573856153618
7234,109405,cd8_t_cell,23267,21.266852520451536
7234,109405,monocyte,28571,26.114894200447875
7234,109405,cd4_t_cell,35792,32.715140989899915
7234,109405,b_cell,6113,5.587496001096842
7234,109405,nk_cell,15662,14.315616288103836
7235,111000,cd8_t_cell,29682,26.740540540540543
7235,111000,cd4_t_cell,33872,30.515315315315316
7235,111000,nk_cell,12355,11.13063063063063
7235,111000,monocyte,23373,21.056756756756755
7235,111000,b_cell,11718,10.556756756756757
7236,104518,nk_cell,14105,13.495283109129527
7236,104518,cd8_t_cell,30636,29.31169750664957
7236,104518,cd4_t_cell,34753,33.25073193134197
7236,104518,b_cell,8585,8.21389617099447
7236,104518,monocyte,16439,15.728391281884461
7237,93434,cd4_t_cell,29700,31.78714386625854
7237,93434,cd8_t_cell,26016,27.844253697797377
7237,93434,b_cell,7795,8.342787422137551
7237,93434,monocyte,18245,19.52715285656185
7237,93434,nk_cell,11678,12.498662157244686
7238,98645,cd4_t_cell,31677,32.11211921536824
7238,98645,cd8_t_cell,22346,22.652947437781947
7238,98645,nk_cell,11915,12.078665923260175
7238,98645,b_cell,9741,9.87480358862588
7238,98645,monocyte,22966,23.28146383496376
7239,106743,b_cell,14837,13.89974049820597
7239,106743,cd8_t_cell,22258,20.851952821262284
7239,106743,monocyte,17550,16.441359152356593
7239,106743,cd4_t_cell,34512,32.331862510890645
7239,106743,nk_cell,17586,16.475085017284506
7240,109326,monocyte,17387,15.90381062144412
7240,109326,cd8_t_cell,27240,24.91630536194501
7240,109326,b_cell,6950,6.357133710187879
7240,109326,cd4_t_cell,43751,40.0188427272561
7240,109326,nk_cell,13998,12.803907579166896
7241,109098,monocyte,15570,14.271572347797393
7241,109098,cd8_t_cell,28256,25.899649856092687
7241,109098,b_cell,10573,9.69128673302902
7241,109098,nk_cell,13805,12.653760838878805
7241,109098,cd4_t_cell,40894,37.48373022420209
7242,108074,nk_cell,11474,10.616799600273886
7242,108074,cd4_t_cell,34947,32.336177063863644
7242,108074,cd8_t_cell,24820,22.965745692766067
7242,108074,monocyte,21127,19.54864259673927
7242,108074,b_cell,15706,14.532635046357125
7243,105522,cd8_t_cell,24277,23.00657682758098
7243,105522,nk_cell,14897,14.117435226777356
7243,105522,b_cell,11543,10.938951119197892
7243,105522,cd4_t_cell,29618,28.06808058982961
7243,105522,monocyte,25187,23.868956236614167
7244,100280,cd4_t_cell,32941,32.84902273633825
7244,100280,cd8_t_cell,22132,22.070203430394894
7244,100280,nk_cell,14030,13.990825688073393
7244,100280,monocyte,20624,20.56641404068608
7244,100280,b_cell,10553,10.523534104507378
7245,103514,cd4_t_cell,31912,30.828680178526575
7245,103514,cd8_t_cell,34162,33.00229920590452
7245,103514,nk_cell,12728,12.295921324651736
7245,103514,monocyte,15839,15.301311899839634
7245,103514,b_cell,8873,8.571787391077535
7246,99205,cd4_t_cell,21712,21.885993649513633
7246,99205,b_cell,7349,7.407892747341364
7246,99205,monocyte,9356,9.430976261277154
7246,99205,nk_cell,21885,22.06038002116829
7246,99205,cd8_t_cell,38903,39.21475732069956
7247,108104,b_cell,10630,9.83312365869903
7247,108104,monocyte,24378,22.550506919262933
7247,108104,cd4_t_cell,28196,26.082291127062827
7247,108104,cd8_t_cell,31099,28.767668171390515
7247,108104,nk_cell,13801,12.766410123584695
7248,104797,monocyte,16163,15.423151426090442
7248,104797,b_cell,6605,6.30266133572526
7248,104797,cd4_t_cell,46522,44.39249215149289
7248,104797,cd8_t_cell,24527,23.404295924501657
7248,104797,nk_cell,10980,10.477399162189757
7249,111219,nk_cell,17270,15.527922387361873
7249,111219,monocyte,19019,17.1004954189482
7249,111219,cd8_t_cell,20335,18.283746482165817
7249,111219,cd4_t_cell,41502,37.31556658484612
7249,111219,b_cell,13093,11.772269126677996
7250,93638,b_cell,5776,6.168435891411606
7250,93638,nk_cell,14859,15.868557636856831
7250,93638,cd8_t_cell,23137,24.70898566821162
7250,93638,cd4_t_cell,32393,34.593861466498645
7250,93638,monocyte,17473,18.660159337021295
7251,100828,b_cell,6971,6.913754115920182
7251,100828,nk_cell,15087,14.963105486571191
7251,100828,cd8_t_cell,24520,24.318641647161503
7251,100828,cd4_t_cell,26897,26.676121712222795
7251,100828,monocyte,27353,27.12837703812433
7252,100982,nk_cell,19791,19.598542314471885
7252,100982,cd8_t_cell,21862,21.64940286387673
7252,100982,monocyte,26459,26.201699312748804
7252,100982,cd4_t_cell,23598,23.3685211225763
7252,100982,b_cell,9272,9.181834386326276
7253,108330,cd8_t_cell,29902,27.602695467552845
7253,108330,cd4_t_cell,27643,25.51740053540109
7253,108330,b_cell,19457,17.960860334164128
7253,108330,nk_cell,14582,13.46072186836518
7253,108330,monocyte,16746,15.458321794516754
7254,101753,monocyte,15078,14.818236317356737
7254,101753,nk_cell,14926,14.66885497233497
7254,101753,cd8_t_cell,28531,28.039468123789963
7254,101753,cd4_t_cell,28545,28.053226931884073
7254,101753,b_cell,14673,14.420213654634262
7255,103061,cd4_t_cell,26848,26.050591397327793
7255,103061,nk_cell,13646,13.24070210846004
7255,103061,b_cell,8964,8.697761519876577
7255,103061,monocyte,23446,22.749633712073432
7255,103061,cd8_t_cell,30157,29.261311262262158
7256,97464,b_cell,5654,5.801116309611754
7256,97464,cd8_t_cell,22069,22.64323237297874
7256,97464,nk_cell,11610,11.912090618074366
7256,97464,cd4_t_cell,32983,33.84121316588689
7256,97464,monocyte,25148,25.80234753344825
7257,93345,nk_cell,19360,20.74026460978092
7257,93345,monocyte,14793,15.847661899405432
7257,93345,cd4_t_cell,24042,25.756066206009965
7257,93345,b_cell,17426,18.66838073812202
7257,93345,cd8_t_cell,17724,18.987626546681664
7258,110410,cd4_t_cell,24037,21.770672946291096
7258,110410,b_cell,11721,10.615886242188207
7258,110410,cd8_t_cell,28292,25.6244905352776
7258,110410,monocyte,23212,21.023458020106876
7258,110410,nk_cell,23148,20.96549225613622
7259,107119,cd4_t_cell,37763,35.25331640511954
7259,107119,cd8_t_cell,37714,35.20757288622933
7259,107119,nk_cell,9701,9.05628319905899
7259,107119,monocyte,17498,16.335103949812822
7259,107119,b_cell,4443,4.147723559779311
7260,92286,b_cell,11220,12.157857096417658
7260,92286,nk_cell,14624,15.846390568450254
7260,92286,cd4_t_cell,27861,30.18984461348417
7260,92286,monocyte,16660,18.05257568862016
7260,92286,cd8_t_cell,21921,23.75333203302776
7261,94510,monocyte,18873,19.969315416358057
7261,94510,nk_cell,14555,15.400486720981906
7261,94510,cd8_t_cell,20927,22.14263040948048
7261,94510,cd4_t_cell,31769,33.61443233520263
7261,94510,b_cell,8386,8.873135117976934
7262,103794,cd4_t_cell,30383,29.272404955970483
7262,103794,nk_cell,20135,19.399001869086845
7262,103794,b_cell,5036,4.851918222633293
7262,103794,cd8_t_cell,25875,24.929186658188335
7262,103794,monocyte,22365,21.54748829412105
7263,100172,b_cell,8198,8.18392365131973
7263,100172,nk_cell,19565,19.531405981711455
7263,100172,monocyte,18495,18.463243221658747
7263,100172,cd4_t_cell,38222,38.15637104180809
7263,100172,cd8_t_cell,15692,15.665056103501977
7264,104118,b_cell,10240,9.834994909621775
7264,104118,monocyte,20728,19.908181102210953
7264,104118,cd8_t_cell,24243,23.284158358785227
7264,104118,nk_cell,15595,14.97819781401871
7264,104118,cd4_t_cell,33312,31.994467815363336
7265,104136,monocyte,25541,24.5265806253361
7265,104136,b_cell,9782,9.393485442114159
7265,104136,nk_cell,10328,9.917799800261196
7265,104136,cd4_t_cell,29688,28.508873012214796
7265,104136,cd8_t_cell,28797,27.65326112007375
7266,94927,nk_cell,15213,16.025998925490114
7266,94927,b_cell,7934,8.358001411611028
7266,94927,cd8_t_cell,30045,31.650636805123938
7266,94927,monocyte,15977,16.830827899333173
7266,94927,cd4_t_cell,25758,27.134534958441748
7267,108603,cd4_t_cell,35257,32.46411240941779
7267,108603,monocyte,23100,21.27013065937405
7267,108603,nk_cell,15795,14.543797132675893
7267,108603,cd8_t_cell,20485,18.862278205942744
7267,108603,b_cell,13966,12.859681592589522
7268,97037,cd4_t_cell,35532,36.616960540824635
7268,97037,b_cell,9178,9.458247884827436
7268,97037,nk_cell,18265,18.822717107907295
7268,97037,cd8_t_cell,17878,18.423900161793956
7268,97037,monocyte,16184,16.67817430464668
7269,96985,nk_cell,10622,10.952209104500696
7269,96985,monocyte,20739,21.383719131824506
7269,96985,cd8_t_cell,27722,28.58380161880703
7269,96985,cd4_t_cell,28449,29.333402072485438
7269,96985,b_cell,9453,9.746868072382327
7270,99762,b_cell,14528,14.562659128726368
7270,99762,cd8_t_cell,29346,29.416010104047636
7270,99762,monocyte,14531,14.56566628576011
7270,99762,nk_cell,17441,17.4826086084882
7270,99762,cd4_t_cell,23916,23.973055872977685
7271,90638,nk_cell,10702,11.807409695712614
7271,90638,b_cell,13812,15.238641629338687
7271,90638,cd8_t_cell,23013,25.390013018822128
7271,90638,cd4_t_cell,25190,27.79187537236038
7271,90638,monocyte,17921,19.77206028376619
7272,106142,cd4_t_cell,32046,30.191630080458253
7272,106142,b_cell,7546,7.109344086224115
7272,106142,nk_cell,15071,14.198903355881743
7272,106142,monocyte,20917,19.706619434342674
7272,106142,cd8_t_cell,30562,28.793503043093217
7273,89220,cd4_t_cell,22953,25.72629455279085
7273,89220,b_cell,13925,15.607487110513338
7273,89220,nk_cell,12634,14.160502129567362
7273,89220,monocyte,17669,19.803855637749386
7273,89220,cd8_t_cell,22039,24.701860569379065
7274,96279,cd4_t_cell,30928,32.12330830191423
7274,96279,nk_cell,11044,11.470829568233986
7274,96279,monocyte,21228,22.048421774218678
7274,96279,b_cell,7671,7.967469541644595
7274,96279,cd8_t_cell,25408,26.389970813988512
7275,101775,cd8_t_cell,24575,24.146401375583395
7275,101775,monocyte,22389,21.998526160648492
7275,101775,cd4_t_cell,29223,28.71333824613117
7275,101775,b_cell,9830,9.658560550233359
7275,101775,nk_cell,15758,15.483173667403586
7276,103583,nk_cell,4125,3.982313700124538
7276,103583,cd4_t_cell,40888,39.473658805016264
7276,103583,b_cell,11761,11.354179739918713
7276,103583,cd8_t_cell,29765,28.735410250716814
7276,103583,monocyte,17044,16.454437504223666
7277,97014,nk_cell,15132,15.59774877852681
7277,97014,cd4_t_cell,23030,23.73884181664502
7277,97014,b_cell,10257,10.57270084730039
7277,97014,cd8_t_cell,28718,29.601913125940587
7277,97014,monocyte,19877,20.488795431587192
7278,103565,b_cell,9004,8.694056872495533
7278,103565,monocyte,24158,23.326413363588085
7278,103565,nk_cell,19680,19.002558779510455
7278,103565,cd8_t_cell,17663,17.054989620045383
7278,103565,cd4_t_cell,33060,31.921981364360548
7279,93706,cd8_t_cell,20486,21.861993895801763
7279,93706,monocyte,15008,16.01605019956033
7279,93706,cd4_t_cell,31072,33.15902930442021
7279,93706,b_cell,11351,12.113418564446246
7279,93706,nk_cell,15789,16.849508035771454
7280,93963,monocyte,17796,18.93936975192363
7280,93963,cd4_t_cell,30779,32.75651054138331
7280,93963,cd8_t_cell,24259,25.817609058884884
7280,93963,b_cell,7337,7.808392665198004
7280,93963,nk_cell,13792,14.678117982610175
7281,105846,cd4_t_cell,36352,34.344235965459255
7281,105846,b_cell,12311,11.631048882338492
7281,105846,monocyte,18131,17.129603386051436
7281,105846,nk_cell,14864,14.043043667214633
7281,105846,cd8_t_cell,24188,22.85206809893619
7282,109920,b_cell,10020,9.115720524017467
7282,109920,monocyte,26455,24.06750363901019
7282,109920,cd4_t_cell,31897,29.018377001455605
7282,109920,cd8_t_cell,32468,29.537845705967975
7282,109920,nk_cell,9080,8.260553129548763
7283,107796,cd8_t_cell,30597,28.384170099076034
7283,107796,b_cell,8751,8.118111989313146
7283,107796,monocyte,13448,12.475416527514936
7283,107796,nk_cell,23496,21.79672715128576
7283,107796,cd4_t_cell,31504,29.225574232810125
7284,95437,b_cell,7990,8.372015046575228
7284,95437,cd4_t_cell,29645,31.062376227249388
7284,95437,nk_cell,15244,15.972840722151785
7284,95437,cd8_t_cell,23449,24.57013527248342
7284,95437,monocyte,19109,20.022632731540178
7285,109684,cd8_t_cell,23016,20.9839174355421
7285,109684,cd4_t_cell,40428,36.858612012691005
7285,109684,nk_cell,15297,13.94642792020714
7285,109684,monocyte,24128,21.99773895919186
7285,109684,b_cell,6815,6.213303672367894
7286,93365,b_cell,10263,10.992341884003642
7286,93365,monocyte,26860,28.768810582123923
7286,93365,nk_cell,9680,10.367910887377498
7286,93365,cd4_t_cell,28796,30.842392759599424
7286,93365,cd8_t_cell,17766,19.02854388689552
7287,98517,cd8_t_cell,21543,21.867291939462223
7287,98517,cd4_t_cell,26074,26.4664981678289
7287,98517,monocyte,20551,20.86035912583615
7287,98517,nk_cell,16338,16.58393982764396
7287,98517,b_cell,14011,14.221910939228763
7288,98478,monocyte,16591,16.847417697353723
7288,98478,nk_cell,19825,20.131399906578118
7288,98478,cd8_t_cell,27843,28.273319929324316
7288,98478,cd4_t_cell,24272,24.64712930806881
7288,98478,b_cell,9947,10.100733158675034
7289,100000,cd8_t_cell,19338,19.338
7289,100000,monocyte,21603,21.603
7289,100000,nk_cell,21307,21.307000000000002
7289,100000,cd4_t_cell,31673,31.673000000000002
7289,100000,b_cell,6079,6.079
7290,100691,monocyte,17726,17.604353914451142
7290,100691,b_cell,8307,8.249992551469347
7290,100691,cd8_t_cell,20226,20.087197465513302
7290,100691,cd4_t_cell,37925,37.66473666961298
7290,100691,nk_cell,16507,16.393719398953234
7291,94656,b_cell,6391,6.7518171061528065
7291,94656,monocyte,23402,24.723208248816768
7291,94656,cd8_t_cell,20841,22.017621703853955
7291,94656,nk_cell,17161,18.12985970250169
7291,94656,cd4_t_cell,26861,28.377493238674777
7292,103571,b_cell,13564,13.096330053779534
7292,103571,cd4_t_cell,32392,31.27516389722992
7292,103571,nk_cell,15134,14.612198395303706
7292,103571,monocyte,15822,15.27647700611175
7292,103571,cd8_t_cell,26659,25.739830647575097
7293,107917,cd8_t_cell,32416,30.03789949683553
7293,107917,monocyte,23816,22.068812142665195
7293,107917,nk_cell,13880,12.861736334405144
7293,107917,b_cell,7512,6.960905140061343
7293,107917,cd4_t_cell,30293,28.070646886032787
7294,108901,cd8_t_cell,22250,20.43140099723602
7294,108901,nk_cell,15904,14.604089953260303
7294,108901,monocyte,27581,25.326672849652436
